Season,League,Team,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,SP_Cmp,SP_Att,SP_Cmp%,MP_Cmp,MP_Att,MP_Cmp%,LP_Cmp,LP_Att,LP_Cmp%
2018-2019,Ligue1,Saint-Étienne,Valentín Vada,ar ARG,MF,22,4.5,225,267,84.3,3694,823,109,119,91.6,94,104,90.4,15,28,53.6
2018-2019,Ligue1,Saint-Étienne,Assane Dioussé,sn SEN,MF,20,2.4,120,142,84.5,2126,597,50,56,89.3,56,66,84.8,11,14,78.6
2018-2019,Ligue1,Saint-Étienne,Wesley Fofana,fr FRA,DF,17,1.8,72,86,83.7,1024,409,40,42,95.2,21,27,77.8,5,9,55.6
2018-2019,Ligue1,Saint-Étienne,Jessy Moulin,fr FRA,GK,32,1,28,32,87.5,608,425,4,4,100,21,23,91.3,3,5,60
2018-2019,Ligue1,Saint-Étienne,Makhtar Gueye,sn SEN,"FW,MF",20,0.6,9,16,56.3,96,8,2,6,33.3,3,5,60,0,0,
2018-2019,Ligue1,Saint-Étienne,Lamine Ghezali,fr FRA,"FW,MF",19,0.5,15,24,62.5,237,130,7,9,77.8,5,8,62.5,1,1,100
2018-2019,Ligue1,Saint-Étienne,Charles Abi,fr FRA,"DF,FW",18,0.4,6,17,35.3,45,8,5,7,71.4,0,4,0,0,2,0
2018-2019,Ligue1,Saint-Étienne,Mickaël Panos,fr FRA,DF,21,0.3,12,18,66.7,207,103,6,8,75,5,6,83.3,1,4,25
2018-2019,Ligue1,Saint-Étienne,Mahdi Camara,fr FRA,FW,20,0.1,1,1,100,28,5,0,0,,1,1,100,0,0,
2018-2019,Ligue1,Saint-Étienne,Kenny Rocha Santos,cv CPV,MF,18,0,0,0,,0,0,0,0,,0,0,,0,0,
2018-2019,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,33,30.4,694,981,70.7,21093,15601,55,55,100,398,401,99.3,241,524,46
2018-2019,Ligue1,Marseille,Lucas Ocampos,ar ARG,"FW,MF",24,30.1,692,941,73.5,9283,2155,415,501,82.8,176,245,71.8,35,76,46.1
2018-2019,Ligue1,Marseille,Florian Thauvin,fr FRA,"FW,MF",25,29,891,1245,71.6,12574,3451,538,620,86.8,215,293,73.4,72,176,40.9
2018-2019,Ligue1,Marseille,Boubacar Kamara,fr FRA,DF,18,26.8,1219,1420,85.8,21303,8671,562,606,92.7,479,527,90.9,133,216,61.6
2018-2019,Ligue1,Marseille,Morgan Sanson,fr FRA,MF,23,26.7,1089,1353,80.5,18328,4492,548,614,89.3,314,390,80.5,148,217,68.2
2018-2019,Ligue1,Marseille,Luiz Gustavo,br BRA,"MF,DF",31,27.1,1279,1447,88.4,21471,6642,611,652,93.7,488,532,91.7,128,190,67.4
2018-2019,Ligue1,Marseille,Hiroki Sakai,jp JPN,DF,28,26.4,1170,1457,80.3,16277,6172,701,773,90.7,337,437,77.1,64,118,54.2
2018-2019,Ligue1,Marseille,Bouna Sarr,sn SEN,"DF,MF",26,24.9,1159,1426,81.3,16357,4888,697,777,89.7,329,412,79.9,70,125,56
2018-2019,Ligue1,Marseille,Maxime Lopez,fr FRA,MF,20,24.2,2065,2303,89.7,29476,11251,1236,1315,94,597,652,91.6,129,198,65.2
2018-2019,Ligue1,Marseille,Jordan Amavi,fr FRA,DF,24,24.2,961,1282,75,15187,4547,516,580,89,340,470,72.3,72,143,50.3
2018-2019,Ligue1,Marseille,Valère Germain,fr FRA,FW,28,24.1,462,613,75.4,5326,934,273,329,83,108,146,74,9,16,56.3
2018-2019,Ligue1,Marseille,Dimitri Payet,fr FRA,"MF,FW",31,21.2,842,1225,68.7,13632,4745,435,512,85,248,341,72.7,102,256,39.8
2018-2019,Ligue1,Marseille,Kevin Strootman,nl NED,MF,28,21.6,953,1179,80.8,14088,4321,557,628,88.7,279,343,81.3,66,111,59.5
2018-2019,Ligue1,Marseille,Duje Ćaleta-Car,hr CRO,DF,21,17.2,695,825,84.2,14722,4947,190,220,86.4,371,404,91.8,120,169,71
2018-2019,Ligue1,Marseille,Adil Rami,fr FRA,DF,32,15.7,703,847,83,13016,4809,274,301,91,308,357,86.3,99,147,67.3
2018-2019,Ligue1,Marseille,Mario Balotelli,it ITA,FW,27,10.4,157,231,68,2439,443,82,109,75.2,36,54,66.7,21,35,60
2018-2019,Ligue1,Marseille,Rolando,pt POR,DF,32,8.9,365,419,87.1,7199,2445,111,122,91,199,214,93,46,68,67.6
2018-2019,Ligue1,Marseille,Yohann Pelé,fr FRA,GK,35,7.6,198,243,81.5,5569,3884,16,16,100,115,117,98.3,66,108,61.1
2018-2019,Ligue1,Marseille,Nemanja Radonjić,rs SRB,"FW,MF",22,7.6,118,178,66.3,1646,401,70,88,79.5,23,36,63.9,10,16,62.5
2018-2019,Ligue1,Marseille,Kostas Mitroglou,gr GRE,FW,30,6.4,74,102,72.5,916,107,35,50,70,19,23,82.6,4,6,66.7
2018-2019,Ligue1,Marseille,Clinton N'Jie,cm CMR,FW,24,4,84,119,70.6,1038,157,54,63,85.7,21,30,70,3,8,37.5
2018-2019,Ligue1,Marseille,Grégory Sertic,fr FRA,MF,28,1.2,57,75,76,894,196,28,32,87.5,19,27,70.4,6,12,50
2018-2019,Ligue1,Marseille,Tomáš Hubočan,sk SVK,DF,32,0.8,19,26,73.1,294,186,9,10,90,10,14,71.4,0,2,0
2018-2019,Ligue1,Marseille,Christopher Rocchia,fr FRA,DF,20,0,6,7,85.7,82,7,4,4,100,2,3,66.7,0,0,
2018-2019,Ligue1,Montpellier,Benjamin Lecomte,fr FRA,GK,27,37,879,1282,68.6,30606,24582,70,70,100,333,338,98.5,475,870,54.6
2018-2019,Ligue1,Montpellier,Daniel Congré,fr FRA,DF,33,36.6,1264,1547,81.7,23956,10536,519,584,88.9,571,670,85.2,163,258,63.2
2018-2019,Ligue1,Montpellier,Vitorino Hilton,br BRA,DF,40,35.9,1247,1527,81.7,30648,13690,245,283,86.6,660,739,89.3,333,477,69.8
2018-2019,Ligue1,Montpellier,Andy Delort,dz ALG,FW,26,34.6,716,1216,58.9,11481,3135,392,537,73,199,357,55.7,83,167,49.7
2018-2019,Ligue1,Montpellier,Ellyes Skhiri,tn TUN,MF,23,34.3,1428,1673,85.4,23916,6291,665,744,89.4,566,643,88,138,178,77.5
2018-2019,Ligue1,Montpellier,Gaëtan Laborde,fr FRA,"FW,MF",24,32.2,591,928,63.7,8429,1989,351,469,74.8,189,280,67.5,29,61,47.5
2018-2019,Ligue1,Montpellier,Damien Le Tallec,fr FRA,MF,28,31.2,986,1253,78.7,17146,5397,459,565,81.2,381,463,82.3,113,147,76.9
2018-2019,Ligue1,Montpellier,Pedro Mendes,pt POR,DF,27,29.6,1064,1307,81.4,22940,8956,317,351,90.3,555,615,90.2,184,309,59.5
2018-2019,Ligue1,Montpellier,Florent Mollet,fr FRA,MF,26,28.5,1179,1481,79.6,20536,5594,568,632,89.9,420,499,84.2,145,256,56.6
2018-2019,Ligue1,Montpellier,Ruben Aguilar,fr FRA,DF,25,28.1,1315,1640,80.2,20563,7554,730,806,90.6,468,573,81.7,86,159,54.1
2018-2019,Ligue1,Montpellier,Ambroise Oyongo,cm CMR,DF,27,23.7,766,1097,69.8,12447,5768,403,468,86.1,290,410,70.7,55,142,38.7
2018-2019,Ligue1,Montpellier,Paul Lasne,fr FRA,"MF,DF",29,19.9,794,1009,78.7,13122,4573,399,462,86.4,307,381,80.6,66,114,57.9
2018-2019,Ligue1,Montpellier,Nicolas Cozza,fr FRA,DF,19,10.9,394,470,83.8,6711,2228,178,190,93.7,183,205,89.3,29,54,53.7
2018-2019,Ligue1,Montpellier,Junior Sambia,fr FRA,"MF,FW",21,10.3,304,415,73.3,5326,1484,148,181,81.8,104,132,78.8,42,74,56.8
2018-2019,Ligue1,Montpellier,Mathías Suárez,uy URU,DF,22,6.1,219,282,77.7,3410,1390,119,135,88.1,84,103,81.6,11,29,37.9
2018-2019,Ligue1,Montpellier,Petar Škuletić,rs SRB,FW,28,6.7,111,163,68.1,1541,339,75,98,76.5,26,38,68.4,6,11,54.5
2018-2019,Ligue1,Montpellier,Mihailo Ristić,rs SRB,"DF,MF",22,3.6,113,158,71.5,2002,700,49,60,81.7,53,69,76.8,8,18,44.4
2018-2019,Ligue1,Montpellier,Keagan Dolly,za RSA,FW,25,1,34,41,82.9,754,276,13,14,92.9,10,12,83.3,10,12,83.3
2018-2019,Ligue1,Montpellier,Dimitry Bertaud,fr FRA,GK,20,1,19,36,52.8,694,591,1,1,100,8,8,100,10,26,38.5
2018-2019,Ligue1,Montpellier,Morgan Poaty,cg CGO,MF,21,1,30,51,58.8,556,279,14,16,87.5,13,22,59.1,3,11,27.3
2018-2019,Ligue1,Montpellier,Giovanni Sio,ci CIV,FW,29,0.7,16,23,69.6,293,42,8,11,72.7,5,8,62.5,2,3,66.7
2018-2019,Ligue1,Montpellier,Souleymane Camara,sn SEN,"FW,MF",35,1.5,40,56,71.4,649,138,18,26,69.2,20,23,87,1,2,50
2018-2019,Ligue1,Montpellier,Facundo Píriz,uy URU,"MF,FW",28,1.3,51,64,79.7,788,211,27,32,84.4,17,22,77.3,5,6,83.3
2018-2019,Ligue1,Montpellier,Bilal Boutobba,fr FRA,"FW,MF",19,0.4,13,14,92.9,188,46,8,9,88.9,5,5,100,0,0,
2018-2019,Ligue1,Montpellier,Yanis Ammour,fr FRA,MF,19,0,0,0,,0,0,0,0,,0,0,,0,0,
2018-2019,Ligue1,Nice,Dante,br BRA,DF,34,35.8,2198,2410,91.2,42969,17860,737,765,96.3,1221,1281,95.3,224,325,68.9
2018-2019,Ligue1,Nice,Walter Benítez,ar ARG,GK,25,35,910,1149,79.2,23833,17524,129,130,99.2,537,540,99.4,243,472,51.5
2018-2019,Ligue1,Nice,Malang Sarr,fr FRA,DF,19,33.3,1955,2189,89.3,36355,13975,780,832,93.8,963,1033,93.2,203,275,73.8
2018-2019,Ligue1,Nice,Adrien Tameze,cm CMR,MF,24,32.7,1676,1888,88.8,27735,6862,853,921,92.6,659,709,92.9,130,178,73
2018-2019,Ligue1,Nice,Allan Saint-Maximin,fr FRA,FW,21,32.2,694,962,72.1,11134,2227,389,480,81,216,295,73.2,62,100,62
2018-2019,Ligue1,Nice,Christophe Hérelle,mq MTQ,DF,25,32.6,1937,2186,88.6,38223,12653,561,604,92.9,1166,1231,94.7,191,302,63.2
2018-2019,Ligue1,Nice,Wylan Cyprien,fr FRA,MF,23,26.2,1683,2018,83.4,30340,9292,790,855,92.4,649,739,87.8,213,342,62.3
2018-2019,Ligue1,Nice,Pierre Lees-Melou,fr FRA,MF,25,26.6,1227,1456,84.3,21223,5698,589,650,90.6,480,535,89.7,126,203,62.1
2018-2019,Ligue1,Nice,Youcef Atal,dz ALG,"DF,FW",22,25.1,1024,1261,81.2,14856,4125,598,671,89.1,355,434,81.8,45,91,49.5
2018-2019,Ligue1,Nice,Danilo Barbosa,br BRA,MF,22,17.2,560,656,85.4,8040,2021,329,368,89.4,186,202,92.1,25,42,59.5
2018-2019,Ligue1,Nice,Patrick Burner,mq MTQ,DF,22,15,634,760,83.4,9744,3480,343,369,93,250,294,85,31,59,52.5
2018-2019,Ligue1,Nice,Jean-Victor Makengo,fr FRA,"MF,FW",20,11.4,358,421,85,5124,926,212,238,89.1,118,133,88.7,14,19,73.7
2018-2019,Ligue1,Nice,Christophe Jallet,fr FRA,DF,34,9.8,528,631,83.7,8726,3374,271,293,92.5,221,260,85,30,52,57.7
2018-2019,Ligue1,Nice,Myziane Maolida,fr FRA,FW,19,10.6,286,355,80.6,3842,966,173,205,84.4,93,108,86.1,8,17,47.1
2018-2019,Ligue1,Nice,Olivier Boscagli,fr FRA,DF,20,9.6,520,667,78,9636,3175,218,251,86.9,238,288,82.6,58,108,53.7
2018-2019,Ligue1,Nice,Ignatius Ganago,cm CMR,FW,19,11.5,173,225,76.9,2118,358,111,134,82.8,45,59,76.3,2,5,40
2018-2019,Ligue1,Nice,Mario Balotelli,it ITA,FW,27,8.4,160,231,69.3,2831,410,87,111,78.4,43,63,68.3,26,44,59.1
2018-2019,Ligue1,Nice,Rémi Walter,fr FRA,MF,23,9.3,476,536,88.8,7324,1730,259,273,94.9,187,200,93.5,20,39,51.3
2018-2019,Ligue1,Nice,Bassem Srarfi,tn TUN,"FW,MF",21,9.1,258,331,77.9,4022,723,137,159,86.2,88,110,80,19,28,67.9
2018-2019,Ligue1,Nice,Racine Coly,sn SEN,"DF,MF",22,5.6,255,307,83.1,3799,1255,145,165,87.9,96,110,87.3,10,22,45.5
2018-2019,Ligue1,Nice,Ihsan Sacko,fr FRA,FW,21,4.9,84,110,76.4,1113,152,52,57,91.2,26,31,83.9,2,5,40
2018-2019,Ligue1,Nice,Andy Pelmard,fr FRA,DF,18,3.1,166,196,84.7,2704,727,78,86,90.7,81,94,86.2,5,9,55.6
2018-2019,Ligue1,Nice,Yoan Cardinale,fr FRA,GK,24,3,83,84,98.8,1793,1153,15,15,100,55,55,100,13,14,92.9
2018-2019,Ligue1,Nice,Eddy Sylvestre,fr FRA,"FW,MF",18,3,98,119,82.4,1271,212,64,71,90.1,26,30,86.7,3,5,60
2018-2019,Ligue1,Nice,Mickaël Le Bihan,fr FRA,FW,28,2.3,44,54,81.5,570,77,25,29,86.2,15,18,83.3,1,3,33.3
2018-2019,Ligue1,Nice,Mohamed Lamine Diaby,fr FRA,FW,17,1.8,23,27,85.2,278,16,15,17,88.2,4,4,100,1,1,100
2018-2019,Ligue1,Nice,Maxime Pélican,fr FRA,"FW,MF",20,1,7,16,43.8,86,0,6,10,60,1,5,20,0,1,0
2018-2019,Ligue1,Nice,Assil Jaziri,tn TUN,FW,18,0.4,17,24,70.8,271,70,9,12,75,5,7,71.4,2,4,50
2018-2019,Ligue1,Nice,Pedro Brazão,pt POR,"MF,FW",15,0.2,5,5,100,105,23,2,2,100,2,2,100,1,1,100
2018-2019,Ligue1,Nice,Paul Wade,fr FRA,MF,18,0.1,0,0,,0,0,0,0,,0,0,,0,0,
2018-2019,Ligue1,Reims,Yunis Abdelhamid,ma MAR,DF,30,38,1330,1614,82.4,28130,10765,344,405,84.9,804,877,91.7,171,289,59.2
2018-2019,Ligue1,Reims,Edouard Mendy,sn SEN,GK,26,38,720,1159,62.1,25766,19818,43,44,97.7,305,313,97.4,372,795,46.8
2018-2019,Ligue1,Reims,Xavier Chavalerin,fr FRA,MF,27,36,1165,1527,76.3,22216,7471,491,559,87.8,460,556,82.7,184,337,54.6
2018-2019,Ligue1,Reims,Alaixys Romao,tg TOG,MF,34,35.1,1136,1444,78.7,21121,6478,472,551,85.7,510,636,80.2,131,185,70.8
2018-2019,Ligue1,Reims,Björn Engels,be BEL,DF,23,33,1102,1320,83.5,23370,8953,373,427,87.4,512,574,89.2,202,291,69.4
2018-2019,Ligue1,Reims,Thomas Foket,be BEL,DF,23,32,1070,1437,74.5,16995,7259,587,677,86.7,401,544,73.7,64,147,43.5
2018-2019,Ligue1,Reims,Remi Oudin,fr FRA,"FW,MF",21,29,482,842,57.2,8268,2484,239,341,70.1,161,263,61.2,58,141,41.1
2018-2019,Ligue1,Reims,Mathieu Cafaro,fr FRA,"FW,MF",21,23.3,460,765,60.1,9075,3022,207,273,75.8,157,244,64.3,86,196,43.9
2018-2019,Ligue1,Reims,Pablo Chavarría,ar ARG,FW,30,21.9,250,420,59.5,3353,734,162,243,66.7,68,119,57.1,7,18,38.9
2018-2019,Ligue1,Reims,Ghislain Konan,ci CIV,DF,22,20,751,1015,74,12164,5849,396,439,90.2,294,410,71.7,51,106,48.1
2018-2019,Ligue1,Reims,Moussa Doumbia,ml MLI,"FW,MF",23,17.8,496,649,76.4,7596,1556,281,323,87,152,197,77.2,39,70,55.7
2018-2019,Ligue1,Reims,Tristan Dingomé,cm CMR,MF,27,14.9,464,600,77.3,7444,2001,241,279,86.4,159,200,79.5,42,72,58.3
2018-2019,Ligue1,Reims,Baba Rahman,gh GHA,DF,24,10.7,451,567,79.5,7463,2869,217,243,89.3,196,248,79,31,46,67.4
2018-2019,Ligue1,Reims,Hassane Kamara,ci CIV,"DF,FW",24,10.3,351,458,76.6,5431,1655,198,221,89.6,123,159,77.4,21,45,46.7
2018-2019,Ligue1,Reims,Arber Zeneli,xk KVX,FW,23,9,208,284,73.2,3121,1079,113,139,81.3,70,82,85.4,11,29,37.9
2018-2019,Ligue1,Reims,Boulaye Dia,sn SEN,FW,21,8.3,106,156,67.9,1308,265,61,86,70.9,33,44,75,3,8,37.5
2018-2019,Ligue1,Reims,Marvin Martin,fr FRA,MF,30,6.9,244,336,72.6,4161,997,122,138,88.4,96,125,76.8,21,56,37.5
2018-2019,Ligue1,Reims,Suk Hyun-jun,kr KOR,FW,27,8.8,87,174,50,1224,259,54,86,62.8,26,50,52,3,13,23.1
2018-2019,Ligue1,Reims,Thomas Fontaine,mg MAD,"DF,MF",27,4.7,172,202,85.1,3907,1462,48,52,92.3,81,91,89,41,54,75.9
2018-2019,Ligue1,Reims,Nolan Mbemba,cg CGO,"MF,DF",23,4,171,214,79.9,2933,882,77,85,90.6,76,95,80,15,21,71.4
2018-2019,Ligue1,Reims,Romain Métanire,mg MAD,DF,28,3.5,82,120,68.3,1532,712,34,40,85,36,46,78.3,10,24,41.7
2018-2019,Ligue1,Reims,Sheyi Ojo,eng ENG,"FW,MF",21,5.2,62,104,59.6,1053,170,33,49,67.3,17,20,85,7,13,53.8
2018-2019,Ligue1,Reims,Aly Ndom,fr FRA,MF,22,4,112,151,74.2,2178,762,42,50,84,51,67,76.1,17,25,68
2018-2019,Ligue1,Reims,Axel Disasi,fr FRA,DF,20,1.8,52,69,75.4,878,388,25,32,78.1,23,28,82.1,3,7,42.9
2018-2019,Ligue1,Reims,Moreto Cassamã,gw GNB,MF,20,0.7,39,48,81.3,734,112,14,18,77.8,22,24,91.7,3,5,60
2018-2019,Ligue1,Reims,Virgile Pinson,fr FRA,MF,22,0.1,4,5,80,52,0,1,2,50,2,2,100,0,0,
2018-2019,Ligue1,Reims,Grejohn Kyei,fr FRA,FW,22,0,0,0,,0,0,0,0,,0,0,,0,0,
2018-2019,Ligue1,Nîmes,Paul Bernardoni,fr FRA,GK,21,38,631,1118,56.4,21607,18074,86,86,100,258,261,98.9,284,763,37.2
2018-2019,Ligue1,Nîmes,Renaud Ripart,fr FRA,"FW,DF",25,33.4,849,1197,70.9,11557,3583,545,645,84.5,220,329,66.9,43,98,43.9
2018-2019,Ligue1,Nîmes,Anthony Briançon,fr FRA,DF,23,32.5,1060,1308,81,22840,9352,334,370,90.3,522,584,89.4,195,326,59.8
2018-2019,Ligue1,Nîmes,Téji Savanier,fr FRA,MF,26,31.8,1235,1885,65.5,27457,11142,422,529,79.8,461,625,73.8,312,622,50.2
2018-2019,Ligue1,Nîmes,Denis Bouanga,ga GAB,"MF,FW",23,29.3,434,647,67.1,5705,1796,280,351,79.8,88,151,58.3,27,69,39.1
2018-2019,Ligue1,Nîmes,Sada Thioub,sn SEN,"MF,FW",23,27.5,716,972,73.7,9735,3163,444,530,83.8,184,258,71.3,40,81,49.4
2018-2019,Ligue1,Nîmes,Faitout Maouassa,fr FRA,DF,20,23.7,724,1026,70.6,11853,5368,393,463,84.9,252,345,73,61,158,38.6
2018-2019,Ligue1,Nîmes,Antonin Bobichon,fr FRA,MF,22,23.9,705,879,80.2,11418,3390,369,418,88.3,227,269,84.4,74,127,58.3
2018-2019,Ligue1,Nîmes,Sofiane Alakouch,ma MAR,DF,20,21.1,832,1096,75.9,11690,5247,522,588,88.8,237,313,75.7,38,105,36.2
2018-2019,Ligue1,Nîmes,Jordan Ferri,fr FRA,MF,26,20.8,855,1059,80.7,15473,5377,372,428,86.9,341,395,86.3,105,156,67.3
2018-2019,Ligue1,Nîmes,Theo Valls,fr FRA,MF,22,19.7,583,745,78.3,8894,2742,333,395,84.3,191,235,81.3,39,67,58.2
2018-2019,Ligue1,Nîmes,Loïck Landre,fr FRA,DF,26,17.7,437,544,80.3,8233,3161,148,167,88.6,239,267,89.5,43,95,45.3
2018-2019,Ligue1,Nîmes,Hervé Lybohy,ne NIG,DF,35,16.4,478,573,83.4,8856,3043,183,198,92.4,249,278,89.6,41,86,47.7
2018-2019,Ligue1,Nîmes,Baptiste Guillaume,be BEL,FW,23,13.1,175,281,62.3,2096,397,120,178,67.4,36,54,66.7,4,6,66.7
2018-2019,Ligue1,Nîmes,Gaëtan Paquiez,fr FRA,DF,24,14.8,502,647,77.6,7005,3368,316,352,89.8,148,195,75.9,18,60,30
2018-2019,Ligue1,Nîmes,Umut Bozok,tr TUR,FW,21,13.7,216,292,74,3086,493,124,156,79.5,64,80,80,13,20,65
2018-2019,Ligue1,Nîmes,Florian Miguel,fr FRA,DF,21,12.4,385,507,75.9,6735,2688,178,193,92.2,171,222,77,32,70,45.7
2018-2019,Ligue1,Nîmes,Rachid Alioui,ma MAR,FW,26,13.9,266,383,69.5,3443,668,182,231,78.8,54,84,64.3,11,27,40.7
2018-2019,Ligue1,Nîmes,Mustapha Diallo,sn SEN,MF,32,5.1,116,176,65.9,1838,545,56,79,70.9,45,64,70.3,10,18,55.6
2018-2019,Ligue1,Nîmes,Clément Depres,fr FRA,FW,23,4.9,110,164,67.1,1317,318,75,99,75.8,22,36,61.1,4,10,40
2018-2019,Ligue1,Nîmes,Féthi Harek,dz ALG,DF,35,2,43,62,69.4,784,330,18,23,78.3,19,25,76,4,10,40
2018-2019,Ligue1,Nîmes,Pierrick Valdivia,fr FRA,MF,30,0.3,11,12,91.7,211,53,2,2,100,7,8,87.5,1,1,100
2018-2019,Ligue1,Nîmes,Théo Sainte-Luce,fr FRA,MF,19,0,1,1,100,17,13,0,0,,1,1,100,0,0,
2018-2019,Ligue1,Rennes,Hamari Traoré,ml MLI,DF,26,33,1561,1927,81,25904,10118,816,913,89.4,583,707,82.5,132,217,60.8
2018-2019,Ligue1,Rennes,Tomáš Koubek,cz CZE,GK,25,32.5,620,907,68.4,20048,15406,59,59,100,302,306,98.7,256,536,47.8
2018-2019,Ligue1,Rennes,Damien Da Silva,fr FRA,DF,30,31.9,1247,1424,87.6,24260,7805,407,437,93.1,680,732,92.9,147,218,67.4
2018-2019,Ligue1,Rennes,Ismaila Sarr,sn SEN,"FW,MF",20,31,550,755,72.8,6944,2339,365,441,82.8,125,183,68.3,18,37,48.6
2018-2019,Ligue1,Rennes,Clément Grenier,fr FRA,MF,27,29.6,1424,1817,78.4,26838,8525,595,684,87,588,706,83.3,201,340,59.1
2018-2019,Ligue1,Rennes,Mexer,mz MOZ,DF,29,27.4,1130,1270,89,24062,7614,319,342,93.3,637,673,94.7,167,236,70.8
2018-2019,Ligue1,Rennes,Benjamin André,fr FRA,MF,27,27.7,1174,1505,78,18044,5013,600,699,85.8,427,529,80.7,78,130,60
2018-2019,Ligue1,Rennes,Benjamin Bourigeaud,fr FRA,"MF,FW",24,26.9,913,1227,74.4,17165,4616,415,482,86.1,332,421,78.9,142,252,56.3
2018-2019,Ligue1,Rennes,Ramy Bensebaini,dz ALG,DF,23,23.9,979,1272,77,16291,6668,495,556,89,371,462,80.3,89,178,50
2018-2019,Ligue1,Rennes,Hatem Ben Arfa,fr FRA,"FW,MF",31,22.6,749,930,80.5,12137,3158,395,447,88.4,249,286,87.1,74,132,56.1
2018-2019,Ligue1,Rennes,M'Baye Niang,sn SEN,"FW,MF",23,19.9,291,419,69.5,4304,1050,173,215,80.5,68,96,70.8,25,41,61
2018-2019,Ligue1,Rennes,Romain Del Castillo,fr FRA,"MF,FW",22,14.9,393,568,69.2,5354,1671,253,314,80.6,106,148,71.6,16,44,36.4
2018-2019,Ligue1,Rennes,Adrien Hunou,fr FRA,"FW,MF",24,13.8,233,308,75.6,2658,380,170,205,82.9,45,60,75,2,7,28.6
2018-2019,Ligue1,Rennes,James Lea Siliki,cm CMR,"MF,FW",22,13.6,303,446,67.9,5268,1750,154,183,84.2,102,139,73.4,37,90,41.1
2018-2019,Ligue1,Rennes,Mehdi Zeffane,dz ALG,"DF,MF",26,13.5,637,780,81.7,10008,4110,353,391,90.3,219,264,83,47,75,62.7
2018-2019,Ligue1,Rennes,Jérémy Gélin,fr FRA,"DF,MF",21,14.2,691,795,86.9,14617,4942,202,225,89.8,365,390,93.6,113,161,70.2
2018-2019,Ligue1,Rennes,Jakob Johansson,se SWE,MF,28,7.9,341,393,86.8,5832,1408,151,171,88.3,152,168,90.5,29,39,74.4
2018-2019,Ligue1,Rennes,Jordan Pefok,us USA,FW,22,6.8,68,92,73.9,729,141,41,54,75.9,11,17,64.7,2,4,50
2018-2019,Ligue1,Rennes,Souleyman Doumbia,ci CIV,DF,21,6.7,305,353,86.4,4327,1445,198,214,92.5,84,98,85.7,16,29,55.2
2018-2019,Ligue1,Rennes,Gerzino Nyamsi,fr FRA,DF,21,6,215,247,87,3927,1632,86,87,98.9,107,121,88.4,21,32,65.6
2018-2019,Ligue1,Rennes,Abdoulaye Diallo,sn SEN,GK,26,5.5,104,145,71.7,2928,2168,13,13,100,52,54,96.3,39,78,50
2018-2019,Ligue1,Rennes,Eduardo Camavinga,fr FRA,MF,15,4,121,144,84,2319,586,46,53,86.8,58,64,90.6,16,19,84.2
2018-2019,Ligue1,Rennes,Diafra Sakho,sn SEN,FW,28,1.6,14,25,56,134,4,9,12,75,2,5,40,0,1,0
2018-2019,Ligue1,Rennes,Ludovic Baal,gf GUF,DF,32,1.4,69,90,76.7,1028,554,43,46,93.5,21,30,70,5,12,41.7
2018-2019,Ligue1,Rennes,Denis-Will Poha,fr FRA,MF,21,0.3,10,14,71.4,204,85,2,4,50,6,7,85.7,2,2,100
2018-2019,Ligue1,Rennes,Sacha Boey,fr FRA,DF,17,0.2,1,4,25,8,8,1,2,50,0,0,,0,2,0
2018-2019,Ligue1,Rennes,Armand Lauriente,fr FRA,MF,19,0,3,4,75,45,13,2,3,66.7,1,1,100,0,0,
2018-2019,Ligue1,Rennes,Nicolas Janvier,fr FRA,MF,19,0,2,2,100,26,0,2,2,100,0,0,,0,0,
2018-2019,Ligue1,Strasbourg,Matz Sels,be BEL,GK,26,37,728,1147,63.5,25710,20831,61,61,100,297,304,97.7,369,776,47.6
2018-2019,Ligue1,Strasbourg,Kenny Lala,fr FRA,"DF,FW",26,34,1666,2192,76,32454,11083,707,795,88.9,625,804,77.7,290,456,63.6
2018-2019,Ligue1,Strasbourg,Stefan Mitrović,rs SRB,DF,28,33.6,1259,1393,90.4,25131,8402,371,409,90.7,712,750,94.9,153,201,76.1
2018-2019,Ligue1,Strasbourg,Pablo Martinez,fr FRA,DF,29,31.3,1351,1618,83.5,28017,9730,468,510,91.8,603,675,89.3,253,381,66.4
2018-2019,Ligue1,Strasbourg,Ibrahima Sissoko,fr FRA,MF,20,29.6,997,1252,79.6,16903,3956,483,572,84.4,368,438,84,103,147,70.1
2018-2019,Ligue1,Strasbourg,Adrien Thomasson,fr FRA,"MF,FW",24,27.5,896,1188,75.4,13365,2764,490,598,81.9,256,332,77.1,84,125,67.2
2018-2019,Ligue1,Strasbourg,Anthony Caci,fr FRA,DF,21,25.5,1141,1425,80.1,20868,8182,466,526,88.6,521,612,85.1,119,209,56.9
2018-2019,Ligue1,Strasbourg,Lamine Koné,ci CIV,DF,29,23.9,914,1085,84.2,17144,6331,368,401,91.8,423,466,90.8,106,177,59.9
2018-2019,Ligue1,Strasbourg,Jonas Martin,fr FRA,MF,28,22.9,1346,1541,87.3,23289,5989,657,711,92.4,493,550,89.6,150,191,78.5
2018-2019,Ligue1,Strasbourg,Nuno da Costa,cv CPV,FW,27,22.8,339,500,67.8,4175,939,211,278,75.9,62,105,59,19,26,73.1
