Season,League,Team,Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%.1,Matches
2022-2023,Ligue1,Ajaccio,Ghjuvanni Quilichini,fr FRA,GK,19,1,0,82,0.9,0,0,4,4,100,0,0,0,1,,0,0,0,,
2022-2023,Ligue1,Troyes,Gauthier Gallon,fr FRA,GK,29,30,30,2667,29.6,65,2.19,177,114,66.1,3,9,18,0,0,5,5,0,0,
2022-2023,Ligue1,Troyes,Mateusz Lis,pl POL,GK,25,9,8,751,8.3,16,1.92,51,34,72.5,1,3,4,1,12.5,3,2,1,33.3,
2022-2023,Ligue1,Angers,Paul Bernardoni,fr FRA,GK,25,27,27,2430,27,62,2.3,143,84,62.2,1,5,21,3,11.1,9,8,0,0,
2022-2023,Ligue1,Angers,Yahia Fofana,ci CIV,GK,21,11,11,990,11,19,1.73,54,35,66.7,3,1,7,1,9.1,2,1,1,50,
2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25,34,34,3060,34,24,0.71,91,66,74.7,26,5,3,16,47.1,2,1,1,50,
2022-2023,SeriaA,Napoli,Pierluigi Gollini,it ITA,GK,27,4,4,360,4,4,1,16,12,75,2,1,1,2,50,0,0,0,,
2022-2023,SeriaA,Lazio,Ivan Provedel,it ITA,GK,28,38,37,3413,37.9,30,0.79,128,99,77.3,21,8,8,21,56.8,2,1,0,0,
2022-2023,SeriaA,Lazio,Luís Maximiano,pt POR,GK,23,1,1,5,0.1,,,,,,1,,,,,,,,,
2022-2023,SeriaA,Inter,André Onana,cm CMR,GK,26,24,24,2160,24,24,1,83,61,73.5,14,3,7,8,33.3,2,2,0,0,
2022-2023,SeriaA,Inter,Samir Handanović,si SVN,GK,38,14,14,1234,13.7,18,1.31,52,35,67.3,9,0,5,4,28.6,1,1,0,0,
2022-2023,SeriaA,Inter,Alex Cordaz,it ITA,GK,39,1,0,26,0.3,0,0,2,2,100,0,0,0,1,,0,0,0,,
2022-2023,SeriaA,Milan,Mike Maignan,fr FRA,GK,27,22,22,1978,22,21,0.96,62,40,69.4,11,7,4,8,36.4,3,2,1,33.3,
2022-2023,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,36,16,16,1440,16,22,1.37,61,40,67.2,9,3,4,4,25,2,2,0,0,
2022-2023,SeriaA,Milan,Antonio Mirante,it ITA,GK,39,1,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,,
2022-2023,SeriaA,Atalanta,Juan Musso,ar ARG,GK,28,24,24,2077,23.1,27,1.17,89,64,71.9,13,4,7,7,29.2,2,2,0,0,
2022-2023,SeriaA,Atalanta,Marco Sportiello,it ITA,GK,30,15,14,1339,14.9,21,1.41,64,43,68.8,6,3,5,2,14.3,1,1,0,0,
2022-2023,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,31,1,0,4,0,0,0,0,0,,0,0,0,0,,0,0,0,,
2022-2023,SeriaA,Roma,Rui Patrício,pt POR,GK,34,35,35,3150,35,35,1,108,73,69.4,17,8,10,13,37.1,3,2,1,33.3,
2022-2023,SeriaA,Roma,Mile Svilar,rs SRB,GK,22,3,3,270,3,3,1,10,7,70,1,1,1,1,33.3,0,0,0,,
2022-2023,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,32,28,28,2472,27.5,26,0.95,93,67,75.3,17,3,8,14,50,3,3,0,0,
2022-2023,SeriaA,Juventus,Mattia Perin,it ITA,GK,29,11,10,948,10.5,7,0.66,40,32,85,5,3,2,6,60,2,1,1,50,
2022-2023,SeriaA,Fiorentina,Pietro Terracciano,it ITA,GK,32,29,29,2610,29,38,1.31,96,59,66.7,9,8,12,5,17.2,7,6,1,14.3,
2022-2023,SeriaA,Fiorentina,Michele Cerofolini,it ITA,GK,23,5,5,450,5,3,0.6,11,8,81.8,4,1,0,2,40,1,1,0,0,
2022-2023,SeriaA,Fiorentina,Pierluigi Gollini,it ITA,GK,27,3,3,270,3,2,0.67,8,6,75,1,2,0,2,66.7,0,0,0,,
2022-2023,SeriaA,Fiorentina,Salvatore Sirigu,it ITA,GK,35,1,1,90,1,0,0,5,5,100,1,0,0,1,100,0,0,0,,
2022-2023,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,31,37,37,3330,37,49,1.32,161,113,73.9,13,12,12,7,18.9,9,7,2,22.2,
2022-2023,SeriaA,Bologna,Francesco Bardi,it ITA,GK,30,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,,
2022-2023,SeriaA,Torino,Vanja Milinković-Savić,rs SRB,GK,25,38,38,3420,38,41,1.08,136,95,73.5,14,11,13,11,28.9,6,5,0,0,
2022-2023,SeriaA,Monza,Michele Di Gregorio,it ITA,GK,25,37,37,3330,37,49,1.32,167,119,72.5,14,10,13,10,27,3,3,0,0,
2022-2023,SeriaA,Monza,Alessio Cragno,it ITA,GK,28,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,,
2022-2023,SeriaA,Udinese,Marco Silvestri,it ITA,GK,31,38,38,3420,38,48,1.26,137,91,69.3,11,13,14,10,26.3,7,6,0,0,
2022-2023,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,35,35,35,3150,35,55,1.57,117,64,55.6,12,8,15,9,25.7,3,3,0,0,
2022-2023,SeriaA,Sassuolo,Gianluca Pegolo,it ITA,GK,41,2,2,180,2,3,1.5,6,3,66.7,0,1,1,0,0,1,1,0,0,
2022-2023,SeriaA,Sassuolo,Alessandro Russo,it ITA,GK,21,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,0,0,0,,
2022-2023,SeriaA,Empoli,Guglielmo Vicario,it ITA,GK,25,31,31,2783,30.9,39,1.26,134,95,73.9,9,12,10,7,22.6,6,4,1,20,
2022-2023,SeriaA,Empoli,Samuele Perisan,it ITA,GK,24,7,7,630,7,9,1.29,24,15,62.5,1,1,5,2,28.6,0,0,0,,
2022-2023,SeriaA,Empoli,Samir Ujkani,xk KVX,GK,34,1,0,7,0.1,1,12.86,1,0,0,0,0,0,0,,0,0,0,,
2022-2023,SeriaA,Salernitana,Guillermo Ochoa,mx MEX,GK,37,20,20,1800,20,33,1.65,105,71,71.4,4,10,6,4,20,4,3,1,25,
2022-2023,SeriaA,Salernitana,Luigi Sepe,it ITA,GK,31,17,17,1530,17,27,1.59,87,57,73.6,4,5,8,3,17.6,7,4,3,42.9,
2022-2023,SeriaA,Salernitana,Vincenzo Fiorillo,it ITA,GK,32,1,1,90,1,2,2,4,2,50,1,0,0,0,0,0,0,0,,
2022-2023,SeriaA,Lecce,Wladimiro Falcone,it ITA,GK,27,38,38,3420,38,46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,16.7,
2022-2023,SeriaA,Spezia,Bartłomiej Drągowski,pl POL,GK,24,34,34,2946,32.7,54,1.65,164,112,69.5,6,10,18,6,17.6,6,4,1,20,
2022-2023,SeriaA,Spezia,Jeroen Zoet,nl NED,GK,31,5,4,334,3.7,4,1.08,13,9,76.9,0,3,1,0,0,1,1,0,0,
2022-2023,SeriaA,Spezia,Petar Zovko,ba BIH,GK,20,1,0,74,0.8,2,2.43,3,1,33.3,0,0,0,0,,0,0,0,,
2022-2023,SeriaA,Spezia,Federico Marchetti,it ITA,GK,39,1,0,66,0.7,2,2.73,3,1,33.3,0,0,0,0,,0,0,0,,
2022-2023,SeriaA,Hellas Verona,Lorenzo Montipò,it ITA,GK,26,37,37,3330,37,59,1.59,181,124,68,7,9,21,5,13.5,2,1,1,50,
2022-2023,SeriaA,Hellas Verona,Simone Perilli,it ITA,GK,27,1,1,90,1,0,0,4,4,100,0,1,0,1,100,0,0,0,,
2022-2023,SeriaA,Cremonese,Marco Carnesecchi,it ITA,GK,22,27,27,2430,27,47,1.74,153,107,70.6,4,9,14,4,14.8,2,2,0,0,
2022-2023,SeriaA,Cremonese,Ionuț Radu,ro ROU,GK,25,9,9,810,9,19,2.11,64,45,75,0,3,6,1,11.1,3,3,0,0,
2022-2023,SeriaA,Cremonese,Mouhamadou Sarr,sn SEN,GK,25,2,2,180,2,3,1.5,8,5,62.5,1,0,1,1,50,0,0,0,,
2022-2023,SeriaA,Sampdoria,Emil Audero,it ITA,GK,25,25,25,2250,25,39,1.56,121,82,71.9,2,6,17,4,16,7,5,2,28.6,
2022-2023,SeriaA,Sampdoria,Nicola Ravaglia,it ITA,GK,33,9,9,810,9,23,2.56,64,41,67.2,0,3,6,0,0,2,2,0,0,
2022-2023,SeriaA,Sampdoria,Martin Turk,si SVN,GK,18,4,4,360,4,9,2.25,30,21,73.3,1,1,2,0,0,2,1,0,0,
2022-2023,EreDivisie,Feyenoord,Justin Bijlow,nl NED,GK,24,25,25,2250,25,19,0.76,77,59,75.3,17,6,2,12,48,0,0,0,,
2022-2023,EreDivisie,Feyenoord,Timon Wellenreuther,de GER,GK,26,9,9,810,9,11,1.22,26,15,57.7,8,1,0,1,11.1,1,0,1,100,
2022-2023,EreDivisie,PSV Eindhoven,Walter Benítez,ar ARG,GK,29,30,30,2700,30,35,1.17,106,71,68.9,20,5,5,10,33.3,2,2,0,0,
2022-2023,EreDivisie,PSV Eindhoven,Joel Drommel,nl NED,GK,25,4,4,360,4,5,1.25,15,12,66.7,3,1,0,1,25,0,0,0,,
2022-2023,EreDivisie,Ajax,Gerónimo Rulli,ar ARG,GK,30,19,19,1710,19,20,1.05,64,44,70.3,11,5,3,7,36.8,1,1,0,0,
2022-2023,EreDivisie,Ajax,Remko Pasveer,nl NED,GK,38,15,15,1350,15,18,1.2,50,32,64,9,4,2,4,26.7,0,0,0,,
2022-2023,EreDivisie,AZ Alkmaar,Mathew Ryan,au AUS,GK,30,18,18,1620,18,18,1,45,27,66.7,10,4,4,7,38.9,3,3,0,0,
2022-2023,EreDivisie,AZ Alkmaar,Hobie Verhulst,nl NED,GK,29,16,16,1440,16,17,1.06,51,33,68.6,10,3,3,5,31.3,2,1,1,50,
2022-2023,EreDivisie,Twente,Lars Unnerstall,de GER,GK,32,33,33,2970,33,27,0.82,123,96,78.9,17,10,6,16,48.5,2,1,1,50,
2022-2023,EreDivisie,Twente,Przemysław Tytoń,pl POL,GK,35,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,,
2022-2023,EreDivisie,Sparta R'dam,Nick Olij,nl NED,GK,26,32,32,2880,32,34,1.06,151,117,78.8,16,7,9,14,43.8,3,2,1,33.3,
2022-2023,EreDivisie,Sparta R'dam,Youri Schoonderwaldt,nl NED,GK,22,2,2,180,2,3,1.5,7,4,57.1,1,1,0,0,0,0,0,0,,
2022-2023,EreDivisie,Utrecht,Vasilios Barkas,gr GRE,GK,28,32,32,2880,32,50,1.56,154,104,68.2,14,8,10,10,31.3,1,1,0,0,
2022-2023,EreDivisie,Utrecht,Fabian de Keijzer,nl NED,GK,22,2,2,180,2,0,0,6,6,100,1,1,0,2,100,0,0,0,,
2022-2023,EreDivisie,Heerenveen,Andries Noppert,nl NED,GK,28,18,18,1619,18,16,0.89,67,51,77.6,8,6,4,7,38.9,1,1,0,0,
2022-2023,EreDivisie,Heerenveen,Xavier Mous,nl NED,GK,26,16,16,1440,16,34,2.12,77,43,59.7,4,4,8,2,12.5,4,3,1,25,
2022-2023,EreDivisie,Heerenveen,Jan Bekkema,nl NED,GK,26,1,0,1,0,0,0,0,0,,0,0,0,1,,0,0,0,,
2022-2023,EreDivisie,RKC Waalwijk,Etienne Vaessen,nl NED,GK,27,32,32,2880,32,55,1.72,188,132,72.9,11,8,13,6,18.8,7,4,2,33.3,
2022-2023,EreDivisie,RKC Waalwijk,Joel Castro Pereira,pt POR,GK,26,2,2,180,2,9,4.5,20,11,60,0,0,2,0,0,1,1,0,0,
2022-2023,EreDivisie,Vitesse,Kjell Scherpen,nl NED,GK,22,26,26,2290,25.4,31,1.22,97,66,68,8,7,11,6,23.1,1,0,1,100,
2022-2023,EreDivisie,Vitesse,Daan Reiziger,nl NED,GK,21,8,6,576,6.4,11,1.72,24,13,58.3,2,3,1,2,33.3,1,1,0,0,
2022-2023,EreDivisie,Vitesse,Jeroen Houwen,nl NED,GK,26,3,2,194,2.2,8,3.71,14,6,42.9,0,0,2,1,50,0,0,0,,
2022-2023,EreDivisie,Go Ahead Eag,Jeffrey De Lange,nl NED,GK,24,34,34,3060,34,56,1.65,172,117,68.6,10,10,14,8,23.5,2,2,0,0,
2022-2023,EreDivisie,NEC Nijmegen,Jasper Cillessen,nl NED,GK,33,32,32,2880,32,43,1.34,178,136,77.5,8,14,10,9,28.1,3,3,0,0,
2022-2023,EreDivisie,NEC Nijmegen,Mattijs Branderhorst,nl NED,GK,28,2,2,180,2,2,1,5,3,80,0,1,1,0,0,1,1,0,0,
2022-2023,EreDivisie,Fortuna Sittard,Ivor Pandur,hr CRO,GK,22,31,31,2790,31,52,1.68,165,115,70.3,10,6,15,7,22.6,3,3,0,0,
2022-2023,EreDivisie,Fortuna Sittard,Yanick van Osch,nl NED,GK,25,3,3,270,3,10,3.33,19,9,47.4,0,0,3,0,0,0,0,0,,
2022-2023,EreDivisie,Volendam,Filip Stankovic,rs SRB,GK,20,33,33,2970,33,71,2.15,203,134,66,9,6,18,4,12.1,4,2,2,50,
2022-2023,EreDivisie,Volendam,Barry Lauwers,nl NED,GK,22,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,,
2022-2023,EreDivisie,Excelsior,Stijn van Gassel,nl NED,GK,25,34,34,3032,33.7,71,2.11,239,170,70.7,9,5,20,8,23.5,1,1,0,0,
2022-2023,EreDivisie,Excelsior,Norbert Alblas,nl NED,GK,27,1,0,28,0.3,0,0,2,2,100,0,0,0,0,,0,0,0,,
2022-2023,EreDivisie,Emmen,Mickey van der Hart,nl NED,GK,28,25,25,2250,25,44,1.76,122,78,65.6,5,8,12,6,24,2,2,0,0,
2022-2023,EreDivisie,Emmen,Eric Oelschlägel,de GER,GK,26,9,9,810,9,21,2.33,42,22,50,1,2,6,1,11.1,0,0,0,,
2022-2023,EreDivisie,Cambuur,João Virgínia,pt POR,GK,22,17,17,1530,17,28,1.65,103,76,75.7,2,3,12,4,23.5,3,3,0,0,
2022-2023,EreDivisie,Cambuur,Robbin Ruiter,nl NED,GK,35,16,16,1440,16,37,2.31,99,64,65.7,3,1,12,3,18.8,4,3,0,0,
2022-2023,EreDivisie,Cambuur,Brett Minnema,nl NED,GK,20,1,1,90,1,4,4,5,1,20,0,0,1,0,0,0,0,0,,
2022-2023,EreDivisie,Groningen,Michael Verrips,nl NED,GK,25,24,24,2160,24,49,2.04,119,70,62.2,3,4,17,3,12.5,4,4,0,0,
2022-2023,EreDivisie,Groningen,Peter Leeuwenburgh,nl NED,GK,28,8,8,673,7.5,14,1.87,42,28,71.4,0,2,6,1,12.5,2,2,0,0,
2022-2023,EreDivisie,Groningen,Jan de Boer,nl NED,GK,22,3,2,226,2.5,12,4.78,31,19,64.5,1,0,1,0,0,1,1,0,0,
2022-2023,PrimeiraLiga,Benfica,Odisseas Vlachodimos,gr GRE,GK,28,34,34,3057,34,20,0.59,72,53,75,28,3,3,20,58.8,2,2,0,0,
2022-2023,PrimeiraLiga,Benfica,Samuel Soares,pt POR,GK,20,1,0,3,0,0,0,1,1,100,0,0,0,1,,0,0,0,,
2022-2023,PrimeiraLiga,Porto,Diogo Costa,pt POR,GK,22,33,33,2970,33,22,0.67,79,60,77.2,26,4,3,16,48.5,4,4,0,0,
2022-2023,PrimeiraLiga,Porto,Cláudio Ramos,pt POR,GK,30,1,1,90,1,0,0,0,0,,1,0,0,1,100,0,0,0,,
2022-2023,PrimeiraLiga,Braga,Matheus,br BRA,GK,30,32,32,2873,31.9,28,0.88,109,81,78,24,3,5,16,50,5,4,0,0,
2022-2023,PrimeiraLiga,Braga,Tiago Sá,pt POR,GK,27,3,2,167,1.9,2,1.08,4,2,50,1,0,1,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Braga,Lukáš Horníček,cz CZE,GK,20,1,0,18,0.2,0,0,0,0,,0,0,0,1,,0,0,0,,
2022-2023,PrimeiraLiga,Sporting CP,Antonio Adán,es ESP,GK,35,31,31,2789,31,29,0.94,91,63,72.5,21,4,6,13,41.9,4,4,0,0,
2022-2023,PrimeiraLiga,Sporting CP,Franco Israel,uy URU,GK,22,3,3,270,3,3,1,4,1,25,2,1,0,1,33.3,0,0,0,,
2022-2023,PrimeiraLiga,Arouca,Ignacio De Arruabarrena,uy URU,GK,25,30,30,2699,30,32,1.07,134,99,79.1,15,6,9,13,43.3,9,4,4,50,
2022-2023,PrimeiraLiga,Arouca,Emilijus Zubas,lt LTU,GK,32,3,3,270,3,4,1.33,10,6,70,0,2,1,1,33.3,1,1,0,0,
2022-2023,PrimeiraLiga,Arouca,Mosquito,br BRA,GK,26,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Arouca,João Valido,pt POR,GK,22,1,0,1,0,0,0,0,0,,0,0,0,1,,0,0,0,,
2022-2023,PrimeiraLiga,Vitória,Bruno Varela,cv CPV,GK,27,27,27,2430,27,25,0.93,97,72,75.3,15,4,8,13,48.1,2,1,0,0,
2022-2023,PrimeiraLiga,Vitória,Celton Biai,pt POR,GK,21,5,5,450,5,11,2.2,22,12,54.5,0,1,4,1,20,1,1,0,0,
2022-2023,PrimeiraLiga,Vitória,Rafa,pt POR,GK,18,2,2,180,2,3,1.5,9,6,66.7,1,0,1,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Chaves,Paulo Vítor Fagundes dos Anjos,br BRA,GK,33,30,30,2700,30,33,1.1,150,117,81.3,11,10,9,9,30,6,5,0,0,
2022-2023,PrimeiraLiga,Chaves,Rodrigo Nascimento,br BRA,GK,26,4,4,357,4,7,1.76,18,9,66.7,1,0,3,0,0,4,1,2,66.7,
2022-2023,PrimeiraLiga,Chaves,Gonçalo Filipe,pt POR,GK,22,1,0,1,0,0,0,0,0,,0,0,0,1,,0,0,0,,
2022-2023,PrimeiraLiga,Famalicão,Luiz Lúcio Reis Júnior,br BRA,GK,21,33,33,2970,33,45,1.36,151,106,74.8,13,4,16,10,30.3,9,7,2,22.2,
2022-2023,PrimeiraLiga,Famalicão,Ivan Zlobin,ru RUS,GK,25,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Boavista,Rafael Bracalli,br BRA,GK,41,28,28,2520,28,44,1.57,122,79,67.2,8,8,12,5,17.9,6,4,1,20,
2022-2023,PrimeiraLiga,Boavista,César,br BRA,GK,30,5,5,450,5,9,1.8,15,6,46.7,3,0,2,1,20,1,1,0,0,
2022-2023,PrimeiraLiga,Boavista,João Gonçalves,pt POR,GK,21,1,1,90,1,1,1,6,5,83.3,1,0,0,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Casa Pia,Ricardo Batista,pt POR,GK,35,31,31,2790,31,31,1,131,98,79.4,11,8,12,11,35.5,6,4,2,33.3,
2022-2023,PrimeiraLiga,Casa Pia,Lucas Paes,br BRA,GK,24,2,2,180,2,7,3.5,18,13,61.1,0,0,2,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Casa Pia,João,br BRA,GK,24,1,1,90,1,2,2,3,1,66.7,0,0,1,0,0,1,1,0,0,
2022-2023,PrimeiraLiga,Vizela,Fabijan Buntić,hr CRO,GK,25,33,33,2970,33,37,1.12,133,95,77.4,11,7,15,11,33.3,9,7,2,22.2,
2022-2023,PrimeiraLiga,Vizela,Luiz Felipe,br BRA,GK,25,1,1,90,1,1,1,6,5,83.3,0,0,1,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Rio Ave,Jhonatan,br BRA,GK,31,32,32,2880,32,39,1.22,146,107,73.3,10,10,12,10,31.3,3,0,2,100,
2022-2023,PrimeiraLiga,Rio Ave,Magrão,br BRA,GK,22,2,2,180,2,4,2,8,5,62.5,0,0,2,0,0,1,1,0,0,
2022-2023,PrimeiraLiga,Gil Vicente FC,Andrew,br BRA,GK,21,24,23,2131,23.7,26,1.1,121,95,80.2,6,6,11,7,30.4,2,2,0,0,
2022-2023,PrimeiraLiga,Gil Vicente FC,Stanislav Kritsyuk,ru RUS,GK,31,11,11,929,10.3,15,1.45,55,40,74.5,4,1,6,1,9.1,1,1,0,0,
2022-2023,PrimeiraLiga,Estoril,Daniel Leite,pt POR,GK,24,32,32,2855,31.7,41,1.29,144,102,76.4,10,4,18,8,25,10,7,2,22.2,
2022-2023,PrimeiraLiga,Estoril,Pedro José Moreira Silva,pt POR,GK,25,3,2,203,2.3,8,3.55,18,9,72.2,0,1,1,0,0,4,3,1,25,
2022-2023,PrimeiraLiga,Portimonense,Kosuke Nakamura,jp JPN,GK,27,30,30,2700,30,46,1.53,181,135,75.7,7,4,19,6,20,4,2,1,33.3,
2022-2023,PrimeiraLiga,Portimonense,Samuel Portugal,br BRA,GK,28,4,4,360,4,2,0.5,18,16,88.9,3,0,1,2,50,0,0,0,,
2022-2023,PrimeiraLiga,Marítimo,Marcelo Carné,br BRA,GK,32,14,14,1260,14,24,1.71,68,45,69.1,5,1,8,2,14.3,4,3,0,0,
2022-2023,PrimeiraLiga,Marítimo,João Miguel Macedo Silva,pt POR,GK,27,8,8,720,8,23,2.87,53,30,58.5,0,1,7,0,0,2,1,0,0,
2022-2023,PrimeiraLiga,Marítimo,Giorgi Makaridze,ge GEO,GK,32,6,6,540,6,11,1.83,20,9,55,1,0,5,1,16.7,2,2,0,0,
2022-2023,PrimeiraLiga,Marítimo,Matouš Trmal,cz CZE,GK,23,6,6,540,6,5,0.83,26,21,84.6,1,3,2,2,33.3,1,1,0,0,
2022-2023,PrimeiraLiga,Paços,José Carlos Marafona,pt POR,GK,35,16,16,1426,15.8,22,1.39,80,60,72.5,6,3,7,2,12.5,1,0,0,,
2022-2023,PrimeiraLiga,Paços,Igor Vekič,si SVN,GK,24,10,9,821,9.1,17,1.86,34,17,52.9,0,2,7,1,11.1,1,1,0,0,
2022-2023,PrimeiraLiga,Paços,Jordi Almeida,br BRA,GK,28,6,6,540,6,14,2.33,35,23,60,0,0,6,0,0,0,0,0,,
2022-2023,PrimeiraLiga,Paços,José Oliveira,pt POR,GK,20,3,3,270,3,9,3,18,9,55.6,0,0,3,0,0,1,1,0,0,
2022-2023,PrimeiraLiga,Santa Clara,Gabriel Batista,br BRA,GK,24,26,26,2340,26,49,1.88,129,82,66.7,4,5,17,4,15.4,9,6,1,14.3,
2022-2023,PrimeiraLiga,Santa Clara,Marco André Rocha Pereira,pt POR,GK,35,8,8,720,8,9,1.13,31,21,74.2,1,2,5,1,12.5,4,1,1,50,
2023-2024',Comp,Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,
2023-2024',LaLiga,Athletic Club,Julen Agirrezabala,es ESP,GK,22,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,2,100,0,0,0,,
2023-2024',Premier League,Liverpool,Alisson,br BRA,GK,30,28,28,2520,28,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,
2023-2024',Premier League,West Ham,Alphonse Areola,fr FRA,GK,30,31,31,2699,30,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,28.6,
2023-2024',SerieA,Cagliari,Simone Aresti,it ITA,GK,37,1,0,1,0,1,90,1,0,100,0,0,0,0,,1,1,0,0,
2023-2024',LaLiga,Real Madrid,Kepa Arrizabalaga,es ESP,GK,28,14,13,1198,13.3,9,0.68,38,30,76.3,10,2,1,8,61.5,0,0,0,,
2023-2024',Bundesliga,Freiburg,Noah Atubolu,de GER,GK,21,34,34,3060,34,58,1.71,158,99,65.2,11,9,14,10,29.4,5,3,2,40,
2023-2024',SerieA,Inter,Emil Audero,it ITA,GK,26,4,4,337,3.7,3,0.8,11,8,72.7,2,1,1,2,50,0,0,0,,
2023-2024',SerieA,Bologna,Nicola Bagnolini,it ITA,GK,19,1,0,5,0.1,0,0,1,1,100,0,0,0,0,,0,0,0,,
2023-2024',LaLiga,Granada,Augusto Batalla,ar ARG,GK,27,17,17,1530,17,28,1.65,86,58,67.4,3,4,10,3,17.6,0,0,0,,
2023-2024',Bundesliga,Mainz 05,Daniel Batz,de GER,GK,32,4,4,360,4,3,0.75,17,14,82.4,0,2,2,1,25,0,0,0,,
2023-2024',Bundesliga,Hoffenheim,Oliver Baumann,de GER,GK,33,34,34,3060,34,66,1.94,211,143,69.7,13,7,14,2,5.9,5,2,3,60,
2023-2024',Ligue1,Strasbourg,Alaa Bellaarouch,ma MAR,GK,21,15,15,1350,15,26,1.73,63,37,63.5,4,2,9,2,13.3,4,3,1,25,
2023-2024',Premier League,Wolves,Daniel Bentley,eng ENG,GK,30,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,,
2023-2024',SerieA,Empoli,Etrit Berisha,al ALB,GK,34,14,14,1260,14,25,1.79,74,49,68.9,3,3,8,4,28.6,3,2,1,33.3,
2023-2024',Ligue1,Montpellier,Dimitry Bertaud,cd COD,GK,25,4,4,360,4,11,2.75,34,23,67.6,1,1,2,0,0,0,0,0,,
2023-2024',Ligue1,Brest,Marco Bizot,nl NED,GK,32,32,32,2876,32,34,1.06,129,94,75.2,15,10,7,13,40.6,3,2,1,33.3,
2023-2024',Ligue1,Marseille,Rubén Blanco,es ESP,GK,28,2,1,121,1.3,2,1.49,6,4,66.7,0,0,1,0,0,0,0,0,,
2023-2024',Bundesliga,RB Leipzig,Janis Blaswich,de GER,GK,32,21,21,1890,21,30,1.43,76,46,65.8,10,4,7,5,23.8,4,4,0,0,
2023-2024',LaLiga,Sevilla,Yassine Bounou,ma MAR,GK,32,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,,
2023-2024',LaLiga,Betis,Claudio Bravo,cl CHI,GK,40,7,7,630,7,5,0.71,20,16,75,3,4,0,2,28.6,0,0,0,,
2023-2024',Bundesliga,Stuttgart,Fabian Bredlow,de GER,GK,28,4,4,360,4,3,0.75,22,19,86.4,3,1,0,1,25,0,0,0,,
2023-2024',Bundesliga,Darmstadt 98,Alexander Brunst,de GER,GK,28,3,3,270,3,10,3.33,17,7,41.2,0,1,2,0,0,0,0,0,,
2023-2024',Ligue1,Nice,Marcin Bułka,pl POL,GK,23,34,34,3060,34,29,0.85,105,74,77.1,15,10,9,17,50,8,5,3,37.5,
2023-2024',SerieA,Empoli,Elia Caprile,it ITA,GK,21,23,23,2070,23,27,1.17,106,78,78.3,6,6,11,5,21.7,5,4,1,20,
2023-2024',LaLiga,Rayo Vallecano,Cárdenas,es ESP,GK,26,1,1,90,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,
2023-2024',Comp,Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,
2023-2024',SerieA,Atalanta,Marco Carnesecchi,it ITA,GK,23,27,27,2425,26.9,30,1.11,107,75,75.7,15,5,7,8,29.6,7,4,2,33.3,
2023-2024',Bundesliga,Wolfsburg,Koen Casteels,be BEL,GK,31,25,25,2250,25,39,1.56,115,78,67.8,8,6,11,4,16,3,2,0,0,
2023-2024',SerieA,Frosinone,Michele Cerofolini,it ITA,GK,24,8,7,675,7.5,11,1.47,28,18,60.7,2,2,3,3,42.9,1,0,0,,
2023-2024',Ligue1,Lille,Lucas Chevalier,fr FRA,GK,21,33,33,2969,33,32,0.97,123,91,76.4,16,10,7,15,45.5,5,3,2,40,
2023-2024',SerieA,Fiorentina,Oliver Christensen,dk DEN,GK,24,4,4,360,4,9,2.25,19,10,63.2,1,1,2,0,0,2,2,0,0,
